Reactions,ReactionNames,rxnFormulas,subSystems,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2_,Fibroblast_Tumor_FGFR2_,Fibroblast_Normal_ICAM1_,Fibroblast_Tumor_ICAM1_,Fibroblast_Normal_FAP_,Fibroblast_Tumor_FAP_,Fibroblast_Normal_ICAM1__1,Fibroblast_Tumor_ICAM1__1,Fibroblast_Normal_MFAP5_,Fibroblast_Tumor_MFAP5_,Fibroblast_Normal_CD73_,Fibroblast_Tumor_CD73_,Fibroblast_Normal_DES_,Fibroblast_Tumor_DES_,Macrophage_Normal_THBS1_,Macrophage_Tumor_THBS1_,Macrophage_Normal_VCAN_,Macrophage_Tumor_VCAN_,Macrophage_Normal_MARCO_,Macrophage_Tumor_MARCO_
MAR04401,"GTP:beta-L-fucose-1-phosphate guanylyltransferase",MAM02034c + MAM02039c + MAM02372c  -> MAM01950c + MAM02759c,"Fructose and mannose metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04402,"ATP:6-deoxy-L-galactose 1-phosphotransferase",MAM01159c + MAM01371c  <=> MAM01285c + MAM02039c + MAM02372c,"Fructose and mannose metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04403,"L-fucose aldose-ketose-isomerase",MAM01159c  -> MAM02373c,"Fructose and mannose metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04490,"ATP:D-mannose 6-phosphotransferase",MAM01371c + MAM02453c  -> MAM01285c + MAM02039c + MAM02455c,"Fructose and mannose metabolism",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04706,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase",MAM01843c + MAM02040c  -> MAM01845c + MAM02751c,"Fructose and mannose metabolism",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08768,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",MAM01949c + MAM02039c + MAM02555c  -> MAM01950c + MAM02554c,"Fructose and mannose metabolism",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR04590,"Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)",MAM02039c + MAM02425c + MAM02555c  -> MAM02554c + MAM03155c,"Pentose and glucuronate interconversions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04591,"xylitol:NAD oxidoreductase",MAM02552c + MAM03155c  -> MAM02039c + MAM02425c + MAM02553c,"Pentose and glucuronate interconversions",0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
MAR04592,"xylitol:NADP+ oxidoreductase",MAM01758c + MAM02039c + MAM02555c  <=> MAM02554c + MAM03155c,"Pentose and glucuronate interconversions",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04593,"xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming)",MAM02552c + MAM03155c  -> MAM01759c + MAM02039c + MAM02553c,"Pentose and glucuronate interconversions",1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
MAR04594,"D-xylose:NADP+ 1-oxidoreductase",MAM01758c + MAM02554c  -> MAM01757c + MAM02039c + MAM02555c,"Pentose and glucuronate interconversions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04595,"ATP:D-xylulose 5-phosphotransferase",MAM01285c + MAM01761c + MAM02039c  <=> MAM01371c + MAM01759c,"Pentose and glucuronate interconversions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08341,"L-Arabitol:NADP+ 1-oxidoreductase",MAM02039c + MAM02337c + MAM02555c  -> MAM02338c + MAM02554c,"Pentose and glucuronate interconversions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08342,"L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)",MAM02039c + MAM02425c + MAM02553c  <=> MAM02338c + MAM02552c,"Pentose and glucuronate interconversions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08344,"L-gulonate:NADP+ 6-oxidoreductase",MAM01973r + MAM02039r + MAM02555r  <=> MAM02378r + MAM02554r,"Pentose and glucuronate interconversions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08352,"L-Gulonate:NAD+ 3-oxidoreductase",MAM00768c + MAM02039c + MAM02553c  <=> MAM02378c + MAM02552c,"Pentose and glucuronate interconversions",1,0.978864730915507,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.977138319580322,0.971507664477332,1,1,1
MAR08353,"3-Dehydro-L-gulonate carboxy-lyase",MAM00768c + MAM02039c  <=> MAM01596c + MAM02425c,"Pentose and glucuronate interconversions",1,0.978864730915507,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.977138319580322,0.971507664477332,1,1,1
MAR08726,"ATP:D-ribulose 5-phosphotransferase",MAM01371c + MAM01743c  -> MAM01285c + MAM02039c + MAM02846c,"Pentose and glucuronate interconversions",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MAR08727,"",MAM02040c + MAM03109c  -> MAM01684c + 2 MAM02039c + MAM03114c,"Pentose and glucuronate interconversions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08728,"",MAM01684c + MAM02040c  -> MAM01973c + MAM02751c,"Pentose and glucuronate interconversions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08729,"UDP-glucuronate glucuronohydrolase",MAM02040c + MAM03109c  -> MAM01973c + MAM02039c + MAM03106c,"Pentose and glucuronate interconversions",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR06537,"L-gulonate:NADP+ 6-oxidoreductase",MAM01973c + MAM02039c + MAM02555c  <=> MAM02378c + MAM02554c,"Pentose and glucuronate interconversions",1,0.978783836303579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977227555721503,0.971702167715477,1,1,1
MAR01568,"Acetaldehyde:NAD+ oxidoreductase",MAM01249c + MAM02040c + MAM02552c  -> MAM01252c + 2 MAM02039c + MAM02553c,"Pyruvate metabolism",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
MAR03853,"(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)",MAM02026c + MAM02475c  -> MAM00168c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03854,"Lactaldehyde:NAD+ 1-oxidoreductase",MAM02039c + MAM02475c + MAM02553c  -> MAM02329c + MAM02552c,"Pyruvate metabolism",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03855,"Propane-1,2-diol:NADP+ 1-oxidoreductase",MAM02039c + MAM02329c + MAM02555c  -> MAM02554c + MAM02771c,"Pyruvate metabolism",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03857,"(R)-S-Lactoylglutathione hydrolase",MAM00168c + MAM02040c  -> MAM01716c + MAM02026c + MAM02039c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03859,"(R)-Lactate:ferricytochrome-c 2-oxidoreductase",MAM01716c + 2 MAM01824m  -> 2 MAM01826m + 2 MAM02039c + MAM02819c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04087,"(S)-malate:NAD+ oxidoreductase (decarboxylating)",MAM02439m + MAM02552m  -> MAM01596m + MAM02553m + MAM02819m,"Pyruvate metabolism",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04089,"(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)",MAM02439c + MAM02554c  -> MAM01596c + MAM02555c + MAM02819c,"Pyruvate metabolism",0,0,1,0,0,0,1,0,0,0,1,1,0,0.992799791346582,1,0,1,1,1,0,1,1
MAR04091,"(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)",MAM02439m + MAM02554m  -> MAM01596m + MAM02555m + MAM02819m,"Pyruvate metabolism",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04093,"Acetyl-CoA hydrolase",MAM01261c + MAM02040c  -> MAM01252c + MAM01597c + MAM02039c,"Pyruvate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04095,"Acetyl-CoA hydrolase",MAM01261m + MAM02040m  -> MAM01252m + MAM01597m + MAM02039m,"Pyruvate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04101,"GTP:oxaloacetate carboxy-lyase (adding GTP",MAM02034c + MAM02633c  -> MAM01596c + MAM01948c + MAM02696c,"Pyruvate metabolism",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAR04103,"GTP:oxaloacetate carboxy-lyase (adding GTP",MAM02034m + MAM02633m  -> MAM01596m + MAM01948m + MAM02696m,"Pyruvate metabolism",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
MAR04143,"Pyruvate:carbon-dioxide ligase (ADP-forming)",MAM01371m + MAM02046m + MAM02819m  -> MAM01285m + MAM02039m + MAM02633m + MAM02751m,"Pyruvate metabolism",0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
MAR04193,"CTP:pyruvate 2-O-phosphotransferase",MAM01424c + MAM02039c + MAM02696c  -> MAM01623c + MAM02819c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991377305555785,0.990764401083667,0.989964107298259,1,1,0.987721125159469
MAR08497,"",MAM02039c + MAM02475c + MAM02555c  -> MAM02148c + MAM02554c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08498,"",MAM01256c + MAM02039c + MAM02555c + MAM02630c  -> MAM02040c + MAM02148c + MAM02554c,"Pyruvate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08499,"",MAM02039c + MAM02148c + MAM02555c + MAM02630c  -> 2 MAM02040c + MAM02475c + MAM02554c,"Pyruvate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08500,"",MAM02039c + MAM02148c + MAM02555c  -> MAM02554c + MAM02771c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08501,"",MAM02039c + MAM02475c + MAM02555c  -> MAM01715c + MAM02554c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08502,"(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)",MAM00168c + MAM02039c + MAM02553c  <=> MAM01715c + MAM02026c + MAM02552c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08503,"",MAM02040c + MAM02329c + MAM02552c  -> 2 MAM02039c + MAM02403c + MAM02553c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08504,"(R)-Lactaldehyde:NAD+ 2-oxidoreductase",MAM01715c + MAM02040c + MAM02552c  -> MAM01716c + 2 MAM02039c + MAM02553c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08506,"",MAM02040m + MAM02329m + MAM02552m  -> 2 MAM02039m + MAM02403m + MAM02553m,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08507,"",MAM02552c + MAM02771c  -> MAM01715c + MAM02039c + MAM02553c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08508,"",MAM02552c + MAM02771c  -> MAM02039c + MAM02329c + MAM02553c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08509,"",MAM01715c + MAM02039c + MAM02555c  -> MAM02554c + MAM02771c,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08511,"(R)-S-Lactoylglutathione hydrolase",MAM00168m + MAM02040m  -> MAM01716m + MAM02026m + MAM02039m,"Pyruvate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08512,"(R)-Lactate:NAD+ oxidoreductase",MAM01716c + MAM02552c  <=> MAM02039c + MAM02553c + MAM02819c,"Pyruvate metabolism",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08514,"(S)-Lactate:ferricytochrome-c 2-oxidoreductase",2 MAM01824m + MAM02403c  -> 2 MAM01826m + 2 MAM02039c + MAM02819c,"Pyruvate metabolism",1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
MAR08516,"glycerone-phosphate phosphate-lyase (methylglyoxal-forming)",MAM01690c  -> MAM02475c + MAM02751c,"Pyruvate metabolism",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
MAR08517,"glycerone-phosphate phosphate-lyase (methylglyoxal-forming)",MAM01939c  -> MAM02475c + MAM02751c,"Pyruvate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04280,"(S)-Lactate:NAD+ oxidoreductase",MAM02039m + MAM02553m + MAM02819m  <=> MAM02403m + MAM02552m,"Pyruvate metabolism",1,1,0.983371831064199,0.985187702066366,0.978782328157113,0.981093031151114,0.981376331628962,0.978757070748509,0.98078079923893,0.978170670942901,0.979430784624274,0.978066453228681,1,0.984315456828784,1,1,1,1,0.988804350326828,1,1,1
MAR00153,"Propanoate:CoA ligase (AMP-forming)",MAM01371c + MAM01597c + MAM02772c  -> MAM01334c + MAM02759c + MAM02774c,"Propanoate metabolism",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
MAR03212,"",MAM01802m + MAM02774m  -> MAM01265m + MAM01803m,"Propanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03797,"Propanoate:CoA ligase (AMP-forming)",MAM01371m + MAM01597m + MAM02772m  -> MAM01334m + MAM02759m + MAM02774m,"Propanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03800,"",MAM00671m + MAM02039m + MAM02984m  -> MAM01596m + MAM20081m,"Propanoate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04105,"malonyl-CoA carboxy-lyase (acetyl-CoA-forming)",MAM02039c + MAM02444c  -> MAM01261c + MAM01596c,"Propanoate metabolism",0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
MAR04106,"malonyl-CoA carboxy-lyase (acetyl-CoA-forming)",MAM02039m + MAM02444m  -> MAM01261m + MAM01596m,"Propanoate metabolism",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
MAR04107,"malonyl-CoA carboxy-lyase (acetyl-CoA-forming)",MAM02039x + MAM02444x  -> MAM01261x + MAM01596x,"Propanoate metabolism",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
MAR04282,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",MAM00900m + MAM01597m + MAM02552m  -> MAM01261m + MAM01596m + MAM02553m,"Propanoate metabolism",1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
MAR04331,"Propionyladenylate:CoA propionyltransferase",MAM01334c + MAM02039c + MAM02774c  <=> MAM01597c + MAM02775c,"Propanoate metabolism",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
MAR04459,"ATP:propanoate adenylyltransferase",MAM01371c + MAM02039c + MAM02772c  -> MAM02759c + MAM02775c,"Propanoate metabolism",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
MAR04460,"ATP:propanoate adenylyltransferase",MAM01371m + MAM02039m + MAM02772m  -> MAM02759m + MAM02775m,"Propanoate metabolism",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
MAR04464,"Acetoacetate carboxy-lyase (acetone-forming)",MAM01253m + MAM02039m  -> MAM01256m + MAM01596m,"Propanoate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04497,"3-hydroxypropanoate:NAD+ oxidoreductase",MAM02142m + MAM02552m  -> MAM00900m + MAM02039m + MAM02553m,"Propanoate metabolism",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR04741,"",MAM00799m + MAM02040m  -> MAM01597m + MAM02039m + MAM02142m,"Propanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MAR08078,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)",MAM02040c + MAM02633c + MAM02774c  -> MAM00665c + MAM01597c + MAM02039c,"Propanoate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR09803,"3-oxopropionyl-CoA:NAD+ oxidoreductase",2 MAM02039m + MAM02444m + MAM02555m  <=> MAM02040m + MAM02554m + MAM03168m,"Propanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR09804,"3-hydroxypropionyl-CoA:NADP+ oxidoreductase",MAM00799m + MAM02554m  <=> MAM02039m + MAM02555m + MAM03168m,"Propanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR00718,"2-Hydroxyglutarate:(acceptor) 2-oxidoreductase",MAM01306c + MAM01803c  -> MAM00653c + MAM01802c,"Butanoate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR00719,"",MAM01306c + MAM02039c + MAM02553c  -> MAM00653c + MAM02552c,"Butanoate metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01434,"acetyl-CoA:acetyl-CoA C-acetyltransferase",MAM01255c + MAM01597c  <=> 2 MAM01261c,"Butanoate metabolism",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01436,"Acetoacetate:CoA ligase (AMP-forming)",MAM01253c + MAM01371c + MAM01597c  -> MAM01255c + MAM01334c + MAM02759c,"Butanoate metabolism",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MAR03163,"butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",MAM01412m + MAM01802m  -> MAM01622m + MAM01803m,"Butanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04461,"(R)-3-Hydroxybutanoate:NAD+ oxidoreductase",MAM00157m + MAM02552m  <=> MAM01253m + MAM02039m + MAM02553m,"Butanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,0.988456495083451,1,1,1,1,0,0,1,0
MAR04604,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",MAM01255x + MAM01261x + MAM02040x  -> MAM01597x + MAM02039x + MAM02131x,"Butanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR05351,"2-hydroxybutyrate:NAD+ oxidoreductase",MAM00648c + MAM02552c  <=> MAM00671c + MAM02039c + MAM02553c,"Butanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96903241407031,1,1,1
MAR07709,"(3R)-3-hydroxybutanoyl-CoA hydro-lyase",MAM00159m  <=> MAM01622m + MAM02040m,"Butanoate metabolism",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04052,"ATP:D-ribose-5-phosphate diphosphotransferase",MAM01371c + MAM02845c  -> MAM01334c + MAM02039c + MAM02806c,"Pentose phosphate pathway",1,1,1,6.14518427034054e-11,1,1,1,1,1,1,1,1,-7.14643568159141e-11,NaN,1,0.998751367359547,1,1,1,1,0.998741121931348,0.998785413476025
MAR04304,"D-glucose-6-phosphate:NADP+ 1-oxidoreductase",MAM01968r + MAM02554r  -> MAM01961r + MAM02039r + MAM02555r,"Pentose phosphate pathway",0,1,0,0.999179970171163,0,0,1,1,0.997434725975054,1,1,1,1.00000000000682,0,1,0.999728723986496,1,1,1,1,0.999902371763407,0.998197522085116
MAR04350,"ATP:D-ribose 5-phosphotransferase",MAM01285c + MAM02039c + MAM02845c  <=> MAM01371c + MAM02843c,"Pentose phosphate pathway",0,0,0,0,0,0.908166042090479,0,0,0,0,0,0,0,0,0,0,0.761492611842254,0.758297914732823,0.747233340000504,0.712221885234815,0,0
MAR04351,"D-ribose-5-phosphate aldose-ketose-isomerase",MAM02845r  <=> MAM02846r,"Pentose phosphate pathway",1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
MAR04352,"D-ribose-5-phosphate aldose-ketose-isomerase",MAM02845c  <=> MAM02846c,"Pentose phosphate pathway",NaN,0.999998643443899,0.999573808758874,0.999849057628484,0.999986096840382,0.987051850817566,0.85916880045604,0.99999927534682,0.866517958993051,0.999993513796853,0.52916343830561,0.838955629761287,NaN,1,0.999985128220012,0.704090410126143,1,1,1,0.999596586315649,0.918952106868001,0.912888841858062
MAR04354,"D-Ribose 1,5-phosphomutase",MAM02844c  <=> MAM02845c,"Pentose phosphate pathway",0,0,0,0,0,0.817789279385833,0.624970675742932,0,0.629698368322544,0,0.548863709140763,0.510668746029255,0,0.864182951319731,0,0.632835046642129,0.758146725023975,0.728247166278715,0.760507535719364,0.669090112907323,0.764980931595731,0.730568046635218
MAR04398,"2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)",MAM00640c  <=> MAM01249c + MAM01939c,"Pentose phosphate pathway",1,0.673559017830847,0.676163053938166,0.997489766999857,0.999696302455308,0.949450726191116,0.999421019046498,1,0.999753273946764,0.975983833404817,0.999752535812161,0.998824225919939,0.610688607894756,0.952687500448616,0.68236597189821,0.715673428922728,0.772070099196918,0.759501337808734,0.783841760800643,0.685140062227883,0.779003612527244,0.772870791709208
MAR04404,"D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase",MAM01761c + MAM01785c  <=> MAM01845c + MAM01939c,"Pentose phosphate pathway",0.999995006343967,0.999995368797245,0.998699467309599,0.999258927197591,0.999995061452608,0.97066690192137,0.477754912104437,0.999997184036881,0.507308900138785,0.999997160428418,0.455127535413035,0.341084405923064,0.999249030103392,1,0.999985128697047,0.631609372334328,1,1,1,0.998715761641993,0.687089320396812,0.696461930661305
MAR04473,"6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)",MAM01169r + MAM02554r  -> MAM01596r + MAM02555r + MAM02846r,"Pentose phosphate pathway",1,1,0,1.00000000000054,1,1,0,1,0,1,1,1,0.999999999990124,1,0,0.999999974979213,1,1,1,1,0.99999999772748,1.00000000000028
MAR04474,"Phosphogluconate dehydrogenase",MAM01169c + MAM02554c  -> MAM01596c + MAM02555c + MAM02846c,"Pentose phosphate pathway",0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0.98999885375348,1
MAR04476,"ATP:D-gluconate 6-phosphotransferase",MAM01169c + MAM01285c + MAM02039c  <=> MAM01371c + MAM01683c,"Pentose phosphate pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAR04477,"D-Ribulose-5-phosphate 3-epimerase",MAM01761c  <=> MAM02846c,"Pentose phosphate pathway",0.999995008238665,0.999995369501504,0.99869946730862,0.999258927197624,0.999995057267299,0.970666901838247,0.477754912104605,0.999997184608717,0.507308900325483,0.999997086993482,0.455127535412257,0.341084405973014,0.999249029974355,1,0.999985128220012,0.631609372334405,1,1,1,0.998715761641962,0.687089320534176,0.696461930577997
MAR04501,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase",MAM01761c + MAM02845c  <=> MAM01939c + MAM02884c,"Pentose phosphate pathway",0.999995008045362,NaN,0.998699467310152,0.99925892719759,0.999995057274907,0.970666901833905,0.477754912104452,0.999997184180882,0.507308900088847,0.999997086963955,0.455127535153593,0.341084406124737,0.999249029975035,1,0.99998512867119,0.631609372334217,1,1,1,0.998715761642286,0.687089320441395,0.696461930665962
MAR04565,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase",MAM01939c + MAM02884c  <=> MAM01785c + MAM01845c,"Pentose phosphate pathway",0.999999255203583,0.999995368797245,0.998699467309599,0.999258927197591,0.999995061452608,0.97066690192137,0.48130512301945,0.999997184036881,0.514092875291051,0.999997160428418,0.455127535413035,0.341084405923064,0.999249030103392,1,0.999998957323456,0.631609372334328,1,1,1,0.998715761641993,0.687089320396812,0.696461930661305
MAR04567,"ATP:Sedoheptulose 7-phosphate 1-phosphotransferase",MAM01371c + MAM02884c  -> MAM01285c + MAM02039c + MAM02883c,"Pentose phosphate pathway",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR09799,"ATP:sedoheptulose 7-phosphate",MAM01371c + MAM03165c  <=> MAM01285c + MAM02039c + MAM02884c,"Pentose phosphate pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR09800,"ATP:sedoheptulose 1-phosphotransferase",MAM01371c + MAM03165c  <=> MAM01285c + MAM02039c + MAM03166c,"Pentose phosphate pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR04623,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase",MAM01961r + MAM02040r  -> MAM01169r + MAM02039r,"Pentose phosphate pathway",1,0,1,0.999999999999674,1,1,1,1,1,1,1,1,1.00000000001148,1,0,0.999999984447252,1,1,0,1,0.996998790424378,0.999790789727665
MAR04625,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase",MAM01961c + MAM02040c  -> MAM01169c + MAM02039c,"Pentose phosphate pathway",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992326196983598,1
MAR04710,"2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase",MAM00639c  <=> MAM00640c,"Pentose phosphate pathway",0,0.673559017830847,0.676163053938166,0.997489766999857,0.999696302455308,0.971258611691533,0.999421019046498,1,0.999753273946764,0.975983833404817,0.999752535812161,0.998824225919939,0.610688607894756,0.952687500448616,0.68236597189821,0.715673428922728,0.77854603070318,0.768596963909633,0.789732048593591,0.678287686586407,0.779003612527244,0.772870791709208
